"subject","type","item","condition","question","correct_answer","response","response_time","group_G","question_type_G","ambiguity_G","ambiguity","group","question_type"
"Native 23","gp",23,"a","!","{The_mother_washed_herself}",1,5905,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 23","gp",21,"c","!","{The_child}",1,2164,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 23","gp",19,"a","!","{The_coach_calmed_himself_down}",1,3180,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 23","gp",5,"c","!","{The_boy}",1,1697,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 23","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,3387,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 23","gp",2,"d","!","{The_baby}",1,2358,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 23","gp",11,"a","!","{The_lady_woke_herself_up}",1,2296,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 23","gp",1,"c","!","{The_man}",1,2556,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 23","gp",24,"b","!","{The_two_actresses_met_each_other}",1,3520,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 23","gp",8,"b","!","{Mary_dressed_herself}",1,1615,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 23","gp",3,"a","!","{The_two_journalists_met_each_other}",1,5709,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 23","gp",20,"b","!","{The_two_friends_met_each_other}",1,2726,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 23","gp",17,"c","!","{The_terrorist}",1,1416,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 23","gp",14,"d","!","{The_nurse}",1,1298,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 23","gp",18,"d","!","{The_baby}",1,1634,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 23","gp",9,"c","!","{The_singer}",1,1937,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 23","gp",16,"b","!","{The_researcher_woke_himself_up}",1,2069,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,5265,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 24","gp",18,"a","!","{The_father_washed_the_baby}",0,2477,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 24","gp",2,"a","!","{The_mother_dressed_the_baby}",0,2334,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 24","gp",12,"c","!","{The_nurse}",0,2529,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",17,"d","!","{The_terrorist}",1,1652,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",20,"c","!","{The_two_friends}",0,2294,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2579,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 24","gp",23,"b","!","{The_mother_washed_herself}",1,5487,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",4,"c","!","{The_two_children}",0,4028,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",1,"d","!","{The_man}",1,1519,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",16,"c","!","{The_researcher}",0,2225,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",15,"b","!","{The_aunt_dressed_herself}",1,2231,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",14,"a","!","{The_doctor_woke_himself_up}",1,2656,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 24","gp",9,"d","!","{The_pianist}",0,2151,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",3,"b","!","{The_two_journalists_met_the_president}",0,2748,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",5,"d","!","{The_boy}",1,1213,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",21,"d","!","{The_child}",1,1122,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",8,"c","!","{Mary}",0,1982,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",24,"c","!","{The_director}",1,3964,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 24","gp",11,"b","!","{The_lady_woke_herself_up}",1,2401,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",13,"d","!","{The_girl}",0,1517,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 24","gp",19,"b","!","{The_coach_calmed_himself_down}",1,4351,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",7,"b","!","{The_man_woke_himself_up}",1,3741,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 24","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,2697,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",3,"c","!","{The_two_journalists}",0,1867,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 25","gp",21,"a","!","{Anna_dressed_the_child}",0,2151,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",5,"a","!","{The_father_washed_the_boy}",0,2118,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",15,"c","!","{The_boy}",1,1134,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 25","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,2129,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3210,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",17,"a","!","{The_two_men_fought_each_other}",1,5436,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",4,"d","!","{The_friend}",1,1475,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",13,"a","!","{The_girl_calmed_herself_down}",1,1718,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",19,"c","!","{The_coach}",0,1961,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 25","gp",18,"b","!","{The_father_washed_himself}",1,5480,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,3380,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,2378,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2203,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 25","gp",23,"c","!","{The_child}",1,1328,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 25","gp",24,"d","!","{The_director}",1,1409,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",6,"b","!","{The_two_kids_fought_their_neighbour}",0,2235,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",16,"d","!","{The_assistant}",1,1328,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",12,"d","!","{The_baby}",1,1920,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",2,"b","!","{The_mother_dressed_the_baby}",0,3961,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 25","gp",7,"c","!","{The_lady}",1,1285,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 25","gp",8,"d","!","{The_boy}",1,1193,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",20,"d","!","{The_man}",1,1009,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 25","gp",11,"c","!","{The_friend}",1,2510,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",23,"d","!","{The_child}",1,2144,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",8,"a","!","{Mary_dressed_the_boy}",0,2258,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",7,"d","!","{The_lady}",1,1634,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",24,"a","!","{The_two_actresses_met_the_director}",0,3277,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",14,"c","!","{The_nurse}",1,1584,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",19,"d","!","{The_basketball_player}",1,2299,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",21,"b","!","{Anna_dressed_herself}",1,2853,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",20,"a","!","{The_two_friends_met_each_other}",1,3013,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",11,"d","!","{The_friend}",1,2702,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,4216,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,3059,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",13,"b","!","{The_girl_calmed_herself_down}",1,3394,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",17,"b","!","{The_two_men_fought_each_other}",1,3088,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,1883,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",18,"c","!","{The_father}",0,4087,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",5,"b","!","{The_father_washed_the_boy}",0,2760,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",22,"c","!","{The_coach}",1,3603,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",2,"c","!","{The_baby}",1,1593,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2495,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 26","gp",3,"d","!","{The_president}",1,1732,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2136,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 26","gp",15,"d","!","{The_boy}",1,1194,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 26","gp",6,"c","!","{The_neighbour}",1,2045,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 26","gp",10,"c","!","{The_General}",1,1724,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",10,"d","!","{The_General}",1,1634,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",7,"a","!","{The_man_woke_the_lady_up}",0,2243,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 27","gp",6,"d","!","{The_neighbour}",1,1756,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",11,"a","!","{The_lady_woke_her_friend_up}",0,3330,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 27","gp",21,"c","!","{The_child}",1,2131,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",24,"b","!","{The_two_actresses_met_the_director}",0,5403,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",13,"c","!","{The_boy}",1,1334,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",23,"a","!","{The_mother_washed_the_child}",0,1656,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 27","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2099,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",14,"d","!","{The_doctor}",0,1457,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,1600,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 27","gp",16,"b","!","{The_researcher_woke_himself_up}",1,2631,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",20,"b","!","{The_two_friends_met_each_other}",1,2624,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",12,"b","!","{The_nurse_washed_herself}",1,4023,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",9,"c","!","{The_pianist}",0,2710,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",2,"d","!","{The_baby}",1,1268,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",18,"d","!","{The_baby}",1,1372,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",22,"d","!","{The_coach}",1,1402,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 27","gp",5,"c","!","{The_boy}",1,1739,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",17,"c","!","{The_terrorist}",1,1133,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",8,"b","!","{Mary_dressed_the_boy}",0,2156,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 27","gp",1,"c","!","{The_lawyer}",0,2366,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 27","gp",19,"a","!","{The_coach_calmed_himself_down}",1,4316,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 27","gp",3,"a","!","{The_two_journalists_met_each_other}",1,2802,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",20,"c","!","{The_man}",1,1913,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",6,"a","!","{The_two_kids_fought_each_other}",1,4439,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",11,"b","!","{The_lady_woke_herself_up}",1,3103,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",13,"d","!","{The_boy}",1,1799,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 28","gp",7,"b","!","{The_man_woke_himself_up}",1,2850,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,5439,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",24,"c","!","{The_actresses}",0,4008,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",4,"c","!","{The_friend}",1,2143,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",2,"a","!","{The_mother_dressed_herself}",1,2271,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",3,"b","!","{The_two_journalists_met_each_other}",1,3590,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",23,"b","!","{The_mother_washed_herself}",1,2393,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",16,"c","!","{The_researcher}",0,3381,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",8,"c","!","{The_boy}",1,1616,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,2103,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",17,"d","!","{The_terrorist}",1,1313,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 28","gp",12,"c","!","{The_baby}",1,1676,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 28","gp",1,"d","!","{The_man}",1,1467,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 28","gp",14,"a","!","{The_doctor_woke_himself_up}",1,2981,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",15,"b","!","{The_aunt_dressed_herself}",1,1565,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",19,"b","!","{The_coach_calmed_himself_down}",1,2574,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 28","gp",21,"d","!","{The_child}",1,2446,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 28","gp",9,"d","!","{The_singer}",1,1564,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 28","gp",18,"a","!","{The_father_washed_himself}",1,1615,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 28","gp",5,"d","!","{The_boy}",1,1393,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",7,"c","!","{The_lady}",1,1373,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",18,"b","!","{The_father_washed_himself}",1,3748,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 29","gp",20,"d","!","{The_man}",1,1432,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",17,"a","!","{The_two_men_fought_each_other}",1,3210,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",5,"a","!","{The_father_washed_himself}",1,2313,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",8,"d","!","{The_boy}",1,1774,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",24,"d","!","{The_director}",1,985,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",16,"d","!","{The_assistant}",1,1164,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",3,"c","!","{The_president}",1,1122,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2293,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 29","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,2116,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",4,"d","!","{The_friend}",1,1375,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",2,"b","!","{The_mother_dressed_herself}",1,1555,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 29","gp",12,"d","!","{The_baby}",1,1238,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 29","gp",13,"a","!","{The_girl_calmed_herself_down}",1,1328,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",21,"a","!","{Anna_dressed_herself}",1,1089,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",19,"c","!","{The_basketball_player}",1,1375,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",14,"b","!","{The_doctor_woke_himself_up}",1,2360,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 29","gp",23,"c","!","{The_child}",1,1015,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",6,"b","!","{The_two_kids_fought_each_other}",1,1877,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 29","gp",11,"c","!","{The_friend}",1,1151,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",15,"c","!","{The_boy}",1,989,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 29","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2001,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 29","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,2144,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",3,"d","!","{The_two_journalists}",0,3599,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",15,"d","!","{The_boy}",1,1771,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",17,"b","!","{The_two_men_fought_each_other}",1,3324,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",24,"a","!","{The_two_actresses_met_each_other}",1,4433,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 30","gp",14,"c","!","{The_nurse}",1,2790,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",10,"c","!","{The_General}",1,1981,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",6,"c","!","{The_neighbour}",1,1736,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",8,"a","!","{Mary_dressed_herself}",1,1768,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 30","gp",7,"d","!","{The_lady}",1,1808,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",11,"d","!","{The_friend}",1,1644,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",23,"d","!","{The_child}",1,1576,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",5,"b","!","{The_father_washed_himself}",1,2007,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",4,"a","!","{The_two_children_hugged_each_other}",1,2444,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 30","gp",12,"a","!","{The_nurse_washed_the_baby}",0,1796,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 30","gp",20,"a","!","{The_two_friends_met_each_other}",1,1992,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 30","gp",2,"c","!","{The_mother}",0,3014,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2102,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",22,"c","!","{The_coach}",1,1522,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,2004,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",19,"d","!","{The_basketball_player}",1,1596,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 30","gp",18,"c","!","{The_baby}",1,1448,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 30","gp",13,"b","!","{The_girl_calmed_herself_down}",1,1957,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",21,"b","!","{Anna_dressed_herself}",1,1123,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 30","gp",16,"a","!","{The_researcher_woke_himself_up}",1,1621,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 31","gp",7,"a","!","{The_man_woke_himself_up}",1,4944,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 31","gp",12,"b","!","{The_nurse_washed_herself}",1,2872,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",3,"a","!","{The_two_journalists_met_the_president}",0,3978,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 31","gp",20,"b","!","{The_two_friends_met_each_other}",1,3669,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",2,"d","!","{The_baby}",1,2093,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 31","gp",14,"d","!","{The_doctor}",0,1677,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
"Native 31","gp",4,"b","!","{The_two_children_hugged_each_other}",1,5876,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",16,"b","!","{The_researcher_woke_himself_up}",1,4672,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,2349,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 31","gp",24,"b","!","{The_two_actresses_met_each_other}",1,4214,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}",0,3488,"Native","Subordinate_Clause_Question","Ambiguous",0.5,-0.5,-0.5
"Native 31","gp",13,"c","!","{The_girl}",0,2056,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 31","gp",17,"c","!","{The_two_men}",0,3455,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 31","gp",1,"c","!","{The_man}",1,1275,"Native","Main_Clause_Question","Ambiguous",0.5,-0.5,0.5
"Native 31","gp",8,"b","!","{Mary_dressed_herself}",1,2639,"Native","Subordinate_Clause_Question","Unambiguous",-0.5,-0.5,-0.5
"Native 31","gp",22,"d","!","{The_coach}",1,1307,"Native","Main_Clause_Question","Unambiguous",-0.5,-0.5,0.5
